频率(Hz),功率谱密度
2.030502475455707057e+01,1.668914985656738281e+01
2.045885069966735159e+01,1.685854530334472656e+01
2.061267664477763262e+01,1.647442054748535156e+01
2.076650258988791364e+01,1.620252799987792969e+01
2.092032853499819467e+01,1.482608604431152344e+01
2.107415448010847570e+01,1.539157390594482422e+01
2.122798042521875317e+01,1.603561782836914062e+01
2.138180637032903419e+01,1.376660728454589844e+01
2.153563231543931522e+01,1.209774684906005859e+01
2.168945826054959625e+01,1.347100353240966797e+01
2.184328420565987727e+01,1.437636852264404297e+01
2.199711015077015830e+01,1.487011909484863281e+01
2.215093609588043932e+01,1.619601249694824219e+01
2.230476204099072035e+01,1.631188964843750000e+01
2.245858798610100138e+01,1.427135753631591797e+01
2.261241393121128240e+01,1.429942703247070312e+01
2.276623987632156343e+01,1.452583503723144531e+01
2.292006582143184445e+01,1.325500202178955078e+01
2.307389176654212548e+01,1.134406280517578125e+01
2.322771771165240651e+01,1.117148113250732422e+01
2.338154365676268753e+01,1.105067157745361328e+01
2.353536960187296856e+01,1.074553394317626953e+01
2.368919554698324959e+01,1.138466930389404297e+01
2.384302149209353061e+01,9.018967628479003906e+00
2.399684743720380808e+01,8.692496299743652344e+00
2.415067338231408911e+01,1.018272495269775391e+01
2.430449932742437014e+01,1.005427837371826172e+01
2.445832527253465116e+01,9.096892356872558594e+00
2.461215121764493219e+01,8.347804069519042969e+00
2.476597716275521321e+01,8.037567138671875000e+00
2.491980310786549424e+01,8.277431488037109375e+00
2.507362905297577527e+01,8.527614593505859375e+00
2.522745499808605629e+01,7.467185497283935547e+00
2.538128094319633732e+01,8.347906112670898438e+00
2.553510688830661834e+01,7.331952095031738281e+00
2.568893283341689937e+01,7.864645957946777344e+00
2.584275877852718040e+01,9.200798988342285156e+00
2.599658472363746142e+01,8.043437957763671875e+00
2.615041066874774245e+01,6.981120586395263672e+00
2.630423661385802347e+01,7.151956081390380859e+00
2.645806255896830450e+01,7.155552387237548828e+00
2.661188850407858553e+01,7.443682670593261719e+00
2.676571444918886300e+01,6.773328304290771484e+00
2.691954039429914403e+01,6.670963287353515625e+00
2.707336633940942505e+01,6.913207054138183594e+00
2.722719228451970608e+01,8.284207344055175781e+00
2.738101822962998710e+01,7.910964488983154297e+00
2.753484417474026813e+01,8.231607437133789062e+00
2.768867011985054916e+01,7.424381256103515625e+00
2.784249606496083018e+01,6.927314281463623047e+00
2.799632201007111121e+01,6.947615146636962891e+00
2.815014795518139223e+01,6.077606678009033203e+00
2.830397390029167326e+01,6.516729831695556641e+00
2.845779984540195429e+01,5.730816364288330078e+00
2.861162579051223531e+01,5.890195369720458984e+00
2.876545173562251634e+01,5.765779018402099609e+00
2.891927768073279736e+01,5.350049972534179688e+00
2.907310362584307839e+01,4.949898242950439453e+00
2.922692957095335942e+01,4.494634151458740234e+00
2.938075551606364044e+01,5.733159542083740234e+00
